waktu,tweet,sentiment
2021-08-16 23:03:45,"['slank', 'media', 'group', 'bikin', 'gera', 'tema', 'harap', 'musik', 'dialog', 'acara', 'semangat', 'dampak', 'pandemi', 'hidup', 'semangat']",positive
2021-08-16 23:01:54,"['mari', 'sukses']",positive
2021-08-16 23:00:02,"['upaya', 'dukung', 'tanah', 'air', 'media', 'group', 'slank', 'gelora', 'kampanye', 'sosial', 'tajuk']",positive
2021-08-16 23:00:00,"['sukses', 'terap', 'protokol', 'sehat', 'kunci', 'upaya', 'pulih', 'ekonomi', 'nasional']",positive
2021-08-16 22:57:53,"['moga', 'negara', 'sembuh', 'wabah', 'masyarakat', 'eyza', 'harap', 'mngikuti', 'protokol', 'kesehatanvaksin', 'pulih', 'lupa', 'pakai', 'masker', 'cuci', 'tangan', 'hindar', 'kerumun']",positive
2021-08-16 22:51:12,"['merdeka', 'konflik', 'agama', 'politik', 'beres', 'tambah', 'hina', 'presiden', 'terima', 'raya', 'merdeka', 'merdeka', 'lihat']",negative
2021-08-16 22:48:44,"['sambut', 'merdeka', 'republik', 'polres', 'sawar', 'polsek', 'jajar', 'diri', 'gerai', 'merdeka', 'gerai', 'merdeka', 'diri']",positive
2021-08-16 22:27:06,"['capai', 'duduk', 'juta', 'jiwa', 'vaksin', 'juta', 'orang', 'juta', 'vaksin', 'rebut', 'negara', 'capai']",negative
2021-08-16 22:21:37,"['duduk', 'belanda', 'luas', 'sejawa', 'timur', 'duduk', 'lockdown', 'nurut', 'lockdown', 'nurut', 'natal', 'terima', 'tamu', 'orang']",neutral
2021-08-16 22:08:54,"['negara', 'negara', 'maju', 'anti', 'negara', 'kasih', 'uang', 'rakyat', 'vaksin']",negative
2021-08-16 21:45:11,"['duta', 'karma']",negative
2021-08-16 21:33:27,"['manfaat', 'pandemi', 'momentum', 'baik', 'reformasi', 'sistem', 'sehat', 'bangun', 'produksi']",positive
2021-08-16 21:26:53,"['duduk', 'terima', 'dosis']",neutral
2021-08-16 21:12:19,"['perintah', 'pusat', 'tangan', 'sibuk', 'urus', 'riil', 'resin', 'bagi', 'bansos']",negative
2021-08-16 20:59:00,"['diplomasi', 'tunjuk', 'dunia', 'peran', 'aktif', 'laksana', 'tertib', 'dunia']",positive
2021-08-16 20:58:55,"['diplomasi', 'juang', 'tara', 'akses', 'bangsa']",positive
2021-08-16 20:57:40,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'nasional']",positive
2021-08-16 20:50:54,"['datang', 'juta', 'dosis', 'sinovac', 'bentuk', 'kabar', 'tangsel']",neutral
2021-08-16 20:42:27,"['anti', 'takut', 'pakai', 'uji', 'coba', 'nyata', 'alami', 'kipi', 'parah']",negative
2021-08-16 20:02:42,"['juta', 'dosis', 'sinovac', 'siang']",neutral
2021-08-16 19:53:13,"['amerika', 'prancis', 'kirim', 'bantu', 'tinggal', 'tunggu', 'negara', 'islam', 'sesuai', 'ukhuwah']",neutral
2021-08-16 19:47:57,"['sejarah', 'rakyat', 'satu', 'jajah', 'satu', 'lawan', 'menang', 'lawan', 'virus', 'rekam', 'jejak', 'jajah', 'jepang']",positive
2021-08-16 19:35:07,"['perintah', 'juta', 'dosis', 'pakai', 'sinovac', 'senin', 'agustus', 'datang']",neutral
2021-08-16 19:34:52,"['datang', 'aman', 'juta', 'dosis', 'bentuk', 'bahan', 'baku']",neutral
2021-08-16 19:01:51,"['datang', 'juta', 'dosis', 'sinovac', 'bentuk']",neutral
2021-08-16 19:01:48,"['datang', 'juta', 'dosis', 'sinovac', 'bentuk', 'via', 'tangsel']",neutral
2021-08-16 18:58:56,"['disiplin', 'prokes', 'cipta', 'herd', 'immunity', 'rakyat', 'ibadah', 'haji', 'umroh']",positive
2021-08-16 18:58:28,"['halo', 'kak', 'rute', 'cgkdps', 'terima', 'dosis', 'lengkap', 'tunjuk', 'sertifikat', 'lampir', 'antigen', 'laku', 'berangkat', 'jam', 'isi', 'formulir', 'aplikasi', 'ehac']",neutral
2021-08-16 18:55:59,"['perintah', 'pusat', 'tangan', 'sibuk', 'urus', 'riil', 'resin', 'bagi', 'bansos', 'negara', 'komunitas', 'netizen', 'diri', 'kontra', 'narasi', 'kaum', 'radikal', 'hasut', 'libas']",negative
2021-08-16 18:55:57,"['juta', 'duduk', 'merdeka', 'virus']",neutral
2021-08-16 18:52:32,"['tahap', 'datang', 'juta', 'dosis', 'sinovac', 'kabar', 'tangsel']",neutral
2021-08-16 18:46:07,"['perintah', 'juta', 'dosis', 'pakai', 'sinovac', 'senin', 'agustus']",neutral
2021-08-16 18:44:32,"['tahap', 'datang', 'juta', 'dosis', 'sinovac']",neutral
2021-08-16 18:44:31,"['tahap', 'datang', 'juta', 'dosis', 'sinovac', 'via', 'tangsel']",neutral
2021-08-16 18:36:16,"['halo', 'kak', 'rute', 'hlpsub', 'terima', 'dosis', 'lengkap', 'tunjuk', 'sertifikat', 'lampir', 'antigen', 'laku', 'berangkat', 'jam', 'isi', 'formulir', 'aplikasi', 'ehac', 'tks', 'bon']",neutral
2021-08-16 18:25:23,"['juang', 'lawan', 'virus', 'tangguh', 'tumbuh', 'sehat', 'indonesia', 'sehat', 'bangsa', 'sehat', 'rakyat', 'sakit', 'moga', 'cepat', 'sembuh', 'patuh', 'prokes', 'lupa']",positive
2021-08-16 18:24:04,"['perintah', 'juta', 'dosis', 'pakai', 'sinovac', 'senin', 'agustus', 'datang', 'aman', 'juta', 'dosis']",neutral
2021-08-16 18:22:34,"['umur', 'mari', 'bangun', 'basmi', 'virus', 'rumah', 'perlu', 'hindar', 'kerumun', 'patuh', 'protokol', 'sehat', 'ikut', 'arah', 'perintah']",positive
2021-08-16 18:18:38,"['orang', 'tentang', 'percaya', 'teori', 'konspirasi', 'ikut', 'jerinx']",negative
2021-08-16 18:17:37,['traktir'],neutral
2021-08-16 18:09:35,"['lagipula', 'tinggi', 'liga', 'jalan', 'tonton', 'jalan', 'liga', 'jalan']",neutral
2021-08-16 18:01:48,"['moga', 'program', 'jalan', 'cepat', 'lancar', 'rata', 'rakyat']",positive
2021-08-16 18:00:16,"['sri', 'mulyani', 'gambar', 'sedia', 'dorong', 'ekonomi']",neutral
2021-08-16 17:59:28,['dosis'],neutral
2021-08-16 17:51:59,"['halo', 'min', 'nih', 'tanggal', 'sertifikat', 'kirim', 'sms', 'kaya', 'urus']",neutral
2021-08-16 17:42:19,"['ppkm', 'panjang', 'sabar', 'warga', 'biar', 'bye', 'inggris', 'lockdown', 'pulih', 'tunggu']",neutral
2021-08-16 17:31:53,"['pintar', 'peluang', 'orang', 'jual', 'kartu', 'sertifikat', 'kartu', 'tau', 'gin', 'panas', 'antre', 'tunggu', 'anggota', 'polisi', 'tolong', 'tindak']",neutral
2021-08-16 17:28:43,"['web', 'tri', 'sehat', 'jepang', 'sana', 'mandatory', 'paksa', 'orang']",neutral
2021-08-16 17:21:57,"['bagi', 'kasih', 'indonesia', 'besok', 'ulang', 'ayo', 'kuat', 'anti', 'ayo', 'ayo', 'bantu', 'nakes', 'apa', 'lalu', 'wujud', 'sehat', 'selamat', 'ulang', 'indonesia']",positive
2021-08-16 17:20:18,"['bening', 'suruh', 'tonton', 'kurgesagt', 'linknya', 'caption', 'ganti', 'bahasa', 'paham']",neutral
2021-08-16 17:11:54,"['manfaat', 'pandemi', 'momentum', 'baik', 'reformasi', 'sistem', 'sehat', 'bangun']",positive
2021-08-16 17:11:52,"['dirgahayu', 'republik', 'selamat', 'saksi', 'video', 'klip', 'rhapsody', 'album', 'slank', 'slanktube', 'channel', 'musik', 'slank', 'youtube', 'klik']",neutral
2021-08-16 17:00:12,"['diplomasi', 'dunia', 'peran', 'aktif', 'laksana']",positive
2021-08-16 17:00:03,"['pandemi', 'cepat', 'kembang', 'industri', 'farmasi', 'negeri', 'kembang', 'merahputih']",positive
2021-08-16 16:56:10,"['nauzubilahmindzalik', 'syukur', 'tangan', 'mati', 'habis', 'astrazeneca', 'syukur', 'rumah', 'keluarga', 'nauzubilahmindzalik', 'syukur', 'aneh', 'rebut', 'pesawat', 'kaya', 'gin']",neutral
2021-08-16 16:53:42,"['selamat', 'malam', 'presiden', 'hemat', 'apbn', 'tolong', 'buka', 'lebar', 'lebar', 'bayar', 'swasta', 'booster', 'beban', 'apbn']",neutral
2021-08-16 16:51:15,"['malam', 'sahabat', 'terbang', 'rute', 'wajib', 'kartu', 'minimal', 'dosis', 'surat', 'terang', 'hasil', 'negatif', 'tes', 'swab', 'pcr', 'jam', 'berangkat', 'syarat', 'jalan', 'isi', 'ehac']",neutral
2021-08-16 16:43:20,"['unty', 'vaksin', 'nusantara']",neutral
2021-08-16 16:42:58,"['ppkm', 'panjang', 'warga', 'ppkm', 'bentuk', 'admininstrasi', 'pakai', 'surat', 'eh', 'kaya', 'gitu']",neutral
2021-08-16 16:40:00,"['tahap', 'datang', 'juta', 'sinovac', 'pakai', 'aman', 'juta', 'dosis', 'bentuk', 'bahan', 'baku']",neutral
2021-08-16 16:38:10,"['gila', 'bilang', 'chip', 'data', 'identitas', 'transaksi', 'iya', 'tau']",negative
2021-08-16 16:37:38,"['warga', 'negara', 'rantau', 'daftar', 'tunggu', 'jadwal', 'via', 'wa', 'daftar', 'wa']",neutral
2021-08-16 16:35:41,"['susah', 'warga', 'negara', 'rebut', 'tiket']",negative
2021-08-16 16:29:30,"['halo', 'kak', 'informasi', 'syarat', 'terbang', 'cgkbks', 'wajib', 'lampir', 'sertifikat', 'minimum', 'dosis', 'hasil', 'negatif', 'pcr', 'laku', 'jam', 'isi', 'ehac', 'tks', 'bon']",neutral
2021-08-16 16:24:37,"['halo', 'kak', 'informasi', 'syarat', 'terbang', 'pekanbaru', 'banda', 'aceh', 'wajib', 'lampir', 'sertifikat', 'minimum', 'dosis', 'hasil', 'negatif', 'pcr', 'laku', 'jam', 'isi', 'ehac', 'tks', 'bon']",neutral
2021-08-16 16:20:24,['millenial'],neutral
2021-08-16 16:18:17,"['mah', 'mental', 'bully', 'salah', 'ejek', 'ribet', 'gin', 'kompak', 'ayo', 'fans', 'idealisme', 'beda', 'bully']",negative
2021-08-16 16:15:36,"['hilang', 'capai', 'masyarakat']",neutral
2021-08-16 16:12:02,"['pecah', 'sinovac', 'nama']",neutral
2021-08-16 16:08:11,"['dirgahayu', 'republik', 'tingkat', 'iman', 'imun', 'pandemi', 'tangguh', 'tumbuh']",positive
2021-08-16 15:56:53,"['turun', 'malu', 'negara', 'gelar', 'konser', 'masyarakat', 'semangat', 'kawan', 'wisuda', 'online']",neutral
2021-08-16 15:56:13,"['chip', 'mikroskop', 'elektron', 'ramai', 'ramai', 'bawa', 'larut']",negative
2021-08-16 15:55:31,"['ayo', 'ayo', 'ayo']",positive
2021-08-16 15:54:37,"['menteri', 'jual', 'paksa', 'kabar']",negative
2021-08-16 15:48:48,"['orang', 'terima', 'agustus', 'dosis']",neutral
2021-08-16 15:43:54,"['capai', 'juta', 'sunti']",neutral
2021-08-16 15:35:10,['ayo'],positive
2021-08-16 15:34:27,"['aduh', 'ppkm', 'mempan', 'gitu', 'mending', 'pcr', 'nih', 'pisah', 'sehat', 'sakit', 'gitu', 'sehat', 'dikencengin', 'sakit', 'fokus', 'obat']",negative
2021-08-16 15:29:45,"['presiden', 'jokowi', 'muka', 'betapa', 'berat', 'juang', 'rebut']",positive
2021-08-16 15:27:47,"['manfaat', 'pandemi', 'momentum', 'baik', 'reformasi', 'sistem', 'sehat']",positive
2021-08-16 15:27:25,"['manfaat', 'pandemi', 'momentum', 'baik', 'reformasi', 'sistem', 'sehat', 'bangun', 'produksi', 'dorong', 'kembang', 'industri', 'farmasi', 'kuat', 'kompetitif']",positive
2021-08-16 15:25:24,"['negeri', 'ramai', 'tolak', 'ramai', 'antre', 'bodoh']",negative
2021-08-16 15:24:44,"['terima', 'kasih', 'nonton', 'rhapsody', 'bangkit', 'nanti', 'luncur', 'video', 'klip', 'rhapsody']",neutral
2021-08-16 15:22:59,"['kandung', 'liquid', 'micro', 'chip', 'langsung', 'hubung', 'satelit', 'cina', 'orbit', 'tanggung', 'gila']",negative
2021-08-16 15:22:51,"['andai', 'luas', 'wilayah', 'pulau', 'bal', 'duduk', 'peringkat', 'top', 'dunia', 'wujud', 'ayo', 'bangun', 'ayo', 'perintah', 'usaha', 'ekstra', 'tanggulang', 'gelombang', 'pandemi', 'setidaknua', 'stok', 'masuk']",positive
2021-08-16 15:21:20,"['harap', 'muluk', 'muluk', 'cepat', 'bebas', 'belenggu', 'pandemi', 'negara', 'negara', 'galak', 'oh', 'iya', 'gais', 'promosi', 'rangka', 'besok']",positive
2021-08-16 15:14:47,"['jrx', 'inspirasi', 'buka', 'mata', 'orang', 'betapa', 'moga', 'salah', 'momentum', 'pariwisata', 'bal', 'mari', 'sukses', 'program', 'nasional', 'merdeka']",positive
2021-08-16 15:10:05,"['lupa', 'capai', 'herd', 'immunity', 'orang', 'kena', 'sembuh', 'hitung', 'terima', 'kasih']",neutral
2021-08-16 15:09:54,"['virus', 'adlah', 'musuh', 'pikir', 'perang', 'perisai', 'perisai', 'virus', 'menang', 'manusia', 'cerdas', 'virus', 'apkah', 'layak', 'kalah', 'perang', 'akal', 'budi', 'cipta', 'tuhan']",positive
2021-08-16 15:09:11,"['perintah', 'juta', 'dosis', 'pakai', 'sinovac', 'senin', 'agustus', 'datang', 'aman', 'juta', 'dosis', 'bentuk', 'bahan', 'baku']",neutral
2021-08-16 15:03:11,"['butuh', 'warga', 'vaksin', 'duduk', 'juta', 'orang', 'tahap', 'langsung', 'juta', 'serentak', 'tunggu', 'tunggu', 'ppkm', 'selesai']",neutral
2021-08-16 15:01:46,[],neutral
2021-08-16 15:00:48,"['sambut', 'merdeka', 'republik', 'polres', 'sawar', 'polsek', 'jajar', 'diri', 'gerai', 'merdeka', 'gerai', 'merdeka', 'diri', 'layan', 'gratis', 'masyarakat', 'bantu', 'perintah', 'tekan', 'angka', 'infeksi']",positive
2021-08-16 14:57:43,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'nasional']",positive
2021-08-16 14:57:09,"['atas', 'pandemi', 'atas', 'ekonomi', 'lapang', 'kerja', 'rakyat', 'ekonomi', 'rakyat', 'bagus', 'jamin', 'rakyat', 'beli', 'obat', 'uang', 'baik', 'ekonomi', 'rakyat']",negative
2021-08-16 14:55:22,"['luar', 'negeri', 'orang', 'bcg', 'liat', 'group', 'parenting', 'rem', 'banget', 'sih', 'dikit', 'bayi', 'tb', 'tular', 'keluarga', 'rem']",negative
2021-08-16 14:54:05,"['menkes', 'klaim', 'juta', 'warga', 'suntik']",neutral
2021-08-16 14:51:32,"['henti', 'alat', 'global', 'bunuh']",negative
2021-08-16 14:50:36,"['pakai', 'domisili', 'si', 'orang', 'warga', 'sehat', 'sulit']",negative
2021-08-16 14:43:56,"['datang', 'upaya', 'perintah', 'penuh', 'butuh', 'stok']",neutral
2021-08-16 14:42:51,"['perintah', 'presiden', 'juta', 'dosis', 'pakai', 'sinovac', 'senin', 'agustus', 'datang', 'aman', 'juta', 'dosis', 'bentuk', 'bahan', 'baku']",neutral
2021-08-16 14:42:03,"['terima', 'kasih', 'nonton', 'rhapsody', 'bangkit', 'nanti', 'luncur', 'video', 'klip', 'rhapsody', 'agustus', 'wib', 'channel', 'musik', 'slank', 'youtube']",neutral
2021-08-16 14:41:21,"['selamat', 'merdeka', 'juang', 'korban', 'hidup', 'alam', 'merdeka', 'syukur']",neutral
2021-08-16 14:41:21,"['jajah', 'global', 'psikopat', 'bunuh', 'pandemi']",negative
2021-08-16 14:34:53,"['tolong', 'gin', 'rumah', 'bulan', 'kecuali', 'kemrin', 'ipb', 'pindah', 'alih', 'isu', 'jujur', 'gin', 'banget']",neutral
2021-08-16 14:34:36,"['presiden', 'langkah', 'manfaat', 'pandemi', 'positif']",positive
2021-08-16 14:34:14,"['kapolsek', 'kebon', 'jeruk', 'laksana', 'tinjau', 'gerai', 'merdeka', 'gerai', 'kec', 'kebon', 'jeruk', 'jakbar', 'poldametrojaya', 'jakbar']",neutral
2021-08-16 14:32:54,"['datang', 'juta', 'sinovac', 'pakai']",neutral
2021-08-16 14:32:20,"['alhamdulillah', 'tuntas', 'vaksinasi', 'warga', 'negara', 'sehat', 'otomatis', 'sehat', 'bebas']",positive
2021-08-16 14:29:40,"['cari', 'rumah', 'makan', 'amsterdam', 'gampang', 'banget', 'beda', 'koln', 'oh', 'makan', 'pakai']",neutral
2021-08-16 14:25:14,"['kartu', 'dosis', 'surat', 'terang', 'hasil', 'negatif', 'rapid', 'test', 'antigen', 'sampel', 'ambil', 'kurun', 'maksimal', 'jam', 'berangkat', 'isi', 'ehac', 'surat', 'antar', 'rt', 'rw', 'tks', 'rohman']",neutral
2021-08-16 14:24:46,"['perintah', 'juta', 'dosis', 'produksi', 'sinovac', 'bentuk', 'datang']",neutral
2021-08-16 14:21:46,"['kaya', 'masyarakat']",neutral
2021-08-16 14:20:57,"['juta', 'orang', 'vaksin']",neutral
2021-08-16 14:20:04,"['percaya', 'impor', 'gitu', 'bodoh', 'mobil', 'motor', 'listrik', 'abai', 'takut', 'jatah', 'jepang', 'abai', 'jatah', 'cina', 'hancur']",negative
2021-08-16 14:16:51,"['ikut', 'juang', 'lawan', 'pandemi']",positive
2021-08-16 14:15:40,"['ayo', 'mari', 'peduli', 'sehat', 'warga', 'ikut']",positive
2021-08-16 14:15:26,"['ayo', 'dukung', 'nakes', 'juang', 'kuat']",positive
2021-08-16 14:12:50,"['makasih', 'vaksinator', 'semangat', 'kuat']",positive
2021-08-16 14:12:15,"['ayo', 'guys', 'gotong', 'royong', 'nakes', 'kurang', 'beban']",positive
2021-08-16 14:11:47,"['wajib', 'loh', 'hukum', 'bantu', 'ringan', 'beban', 'nakes']",positive
2021-08-16 14:11:16,"['mudah', 'banget', 'loh', 'juang', 'pandemi', 'ikut']",positive
2021-08-16 14:10:46,"['anak', 'muda', 'lindung', 'warga']",positive
2021-08-16 14:10:41,"['ayo', 'juang', 'kali']",positive
2021-08-16 14:05:37,"['datang', 'siang', 'senin', 'juta', 'dosis', 'produksi', 'sinovac', 'bentuk', 'tanah', 'air']",neutral
2021-08-16 14:02:22,"['salut', 'jerinx', 'anti', 'sekar', 'vaksin', 'dukung', 'nasional', 'moga', 'langkah']",positive
2021-08-16 13:56:27,"['alami', 'krisis', 'legitimasi', 'liat', 'peristiwa']",negative
2021-08-16 13:55:01,"['bantu', 'masyarakat', 'akses', 'pp', 'syubbanul', 'wathon', 'dpc', 'pkb', 'kabupaten', 'magelang', 'minggu']",neutral
2021-08-16 13:53:51,"['keren', 'hari', 'tembus', 'juta', 'moga', 'kencang', 'habis']",positive
2021-08-16 13:53:12,"['alami', 'krisis', 'legitimasi', 'liat', 'peristiwa', 'betapa', 'masyarakat', 'percaya', 'asumsi', 'akal', 'perintah', 'covidnya', 'rasa', 'langsung', 'mata']",negative
2021-08-16 13:52:13,"['manfaat', 'pandemi', 'momentum', 'baik', 'reformasi', 'sistem', 'sehat', 'bangun', 'produksi', 'dorong', 'kembang', 'industri', 'farmasi', 'kuat', 'kompetitif']",positive
2021-08-16 13:49:58,"['dewan', 'pimpin', 'daerah', 'dpd', 'partai', 'gera', 'raya', 'gerindra', 'provinsi', 'papua', 'fasilitas', 'warga', 'warga', 'wilayah', 'jayapura', 'kotaraja', 'abepura', 'waena', 'tanggal', 'agustus']",neutral
2021-08-16 13:46:51,"['diplomasi', 'dunia', 'peran', 'aktif', 'laksana', 'tertib', 'dunia', 'dasar', 'merdeka', 'damai', 'abadi', 'adil', 'sosial']",positive
2021-08-16 13:46:51,"['perang', 'lawan', 'hasil', 'tidak', 'adil', 'akses']",positive
2021-08-16 13:36:12,"['cepat', 'cepat', 'biar', 'cepat', 'normal']",positive
2021-08-16 13:34:58,"['kabar', 'kini', 'patuh', 'protokol', 'sehat', 'tetep', 'kena', 'bund', 'keluarga', 'perlahan', 'lepas', 'pandemi', 'serta', 'tim', 'kru', 'tugas', 'terima', 'kasih']",positive
2021-08-16 13:34:39,"['mandiri', 'industri', 'obat', 'alat', 'alat', 'sehat', 'lemah', 'serius', 'pecah']",neutral
2021-08-16 13:29:09,"['menkes', 'nomor', 'dunia', 'suntik']",neutral
2021-08-16 13:25:26,"['anak', 'muda', 'lindung', 'warga', 'kuat']",positive
2021-08-16 13:24:04,"['kayak', 'harga', 'tiket', 'luar', 'pcr', 'diskon', 'tunjuk', 'tiket', 'pegawai', 'airlines', 'kecuali', 'papar', 'tunggu', 'ayo', 'dukung', 'nakes', 'juang', 'kuat']",positive
2021-08-16 13:11:16,"['ayo', 'ayo', 'bareng', 'cepat', 'pulih', 'satu', 'kuat']",positive
2021-08-16 13:00:01,"['jelang', 'ingat', 'ulang', 'republik', 'agustus', 'polisi', 'gelar', 'massal', 'kostum', 'juang', 'pakai', 'adat']",neutral
2021-08-16 12:58:10,"['moderna', 'masuk', 'nakes', 'pakai', 'moderna']",neutral
2021-08-16 12:57:17,"['orang', 'terima', 'agustus', 'dosis', 'dosis', 'dosis', 'hari', 'dosis', 'dosis']",neutral
2021-08-16 12:56:15,"['tanda', 'bangkit', 'pandemi', 'berkat', 'kerja', 'keras', 'perintah', 'pusat', 'daerah', 'sadar']",positive
2021-08-16 12:49:06,"['datang', 'juta', 'sinovac']",neutral
2021-08-16 12:46:59,"['perintah', 'upaya', 'hadir', 'stok', 'penuh', 'butuh', 'capai', 'kebal', 'kelompok']",positive
2021-08-16 12:46:57,"['juta', 'dosis', 'dosis', 'bahan', 'baku', 'bulk', 'dosis', 'olah', 'juta', 'dosis']",neutral
2021-08-16 12:41:36,"['tolong', 'perintah', 'menkes', 'harga', 'pcr', 'dekat', 'harga', 'india', 'ribu', 'sila', 'baca', 'via', 'negara', 'hadir', 'harga', 'kompetitif', 'tunjuk', 'panglima', 'tinggi', 'kendali']",neutral
2021-08-16 12:39:08,"['sambut', 'hut', 'republik', 'pkb', 'ada', 'bangkit', 'dosis']",neutral
2021-08-16 12:38:23,"['cookie', 'jakarta']",neutral
2021-08-16 12:37:53,"['turun', 'spesimen', 'turun', 'efek', 'orang', 'indikasi', 'positif', 'gejala', 'ringan', 'kaya', 'flu', 'tes', 'inti', 'patuh', 'arah', 'prokes', 'waspada']",neutral
2021-08-16 12:29:33,"['sambut', 'merdeka', 'polres', 'sawar', 'adakan', 'gerai', 'merdeka']",neutral
2021-08-16 12:27:47,"['komputer', 'update', 'anti', 'virus', 'ahli', 'sinovac', 'baru']",neutral
2021-08-16 12:27:05,"['kpd', 'konsentrasi', 'massifkan', 'jawa', 'bal', 'rakyat', 'sabang']",negative
2021-08-16 12:26:42,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'nasional', 'juang', 'tara', 'akses', 'bangsa']",positive
2021-08-16 12:26:24,"['infografis', 'dki', 'keluar', 'tuh', 'cantum', 'persentase', 'agustus', 'habis', 'gregetan', 'mulu', 'liat', 'persentase', 'diupdate', 'sih', 'mulu']",neutral
2021-08-16 12:22:11,"['banjir', 'asing', 'kendala', 'kembang', 'merah', 'putih']",negative
2021-08-16 12:14:58,"['alhamdulillah', 'berkat', 'usaha', 'galang', 'perintah', 'masyarakat', 'buah', 'hasil', 'terimakasih', 'warga', 'mana', 'terap', 'prokes', 'jalan', 'hidup', 'bersih', 'bismillah', 'sehat']",positive
2021-08-16 12:13:48,"['ayo', 'tingkat', 'peduli', 'manusia']",positive
2021-08-16 12:13:28,"['juta', 'dosis']",neutral
2021-08-16 12:12:05,"['jrx', 'bilang', 'protes', 'negara', 'anggap', 'duduk', 'follower', 'protes']",negative
2021-08-16 12:09:58,"['mudah', 'banget', 'loh', 'juang', 'pandemi', 'ikut', 'kuat']",positive
2021-08-16 12:02:45,"['ayo', 'tingkat', 'peduli', 'manusia', 'satu', 'kuat']",positive
2021-08-16 12:02:23,"['lupa', 'bantu', 'juang', 'nakes', 'satu', 'kuat']",positive
2021-08-16 12:02:15,"['hadiah', 'jrx']",neutral
2021-08-16 12:00:24,"['oalah', 'suara', 'surabaya', 'lok', 'alur', 'global', 'rangka', 'miskin', 'jual', 'kaya']",negative
2021-08-16 12:00:07,"['dasar', 'papar', 'nota', 'uang', 'ruu', 'apbn', 'mes', 'juta', 'dosis']",neutral
2021-08-16 11:58:28,"['kabar', 'orang', 'tua', 'anak', 'usia', 'moderna', 'anak', 'bukti', 'efektif']",positive
2021-08-16 11:58:17,"['segi', 'wilayah', 'duduk', 'singapura', 'beda', 'susah', 'sih', 'singapura', 'terap', 'segi', 'pikir', 'masyarakat', 'beda', 'banget', 'curiga', 'chip']",negative
2021-08-16 11:57:34,"['dukung', 'lawan', 'delta']",positive
